Pattern,#SUP:,#CONF:
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2421.0,0.9233409610983981
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2436.0,0.9290617848970252
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2433.0,0.9279176201372997
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2473.0,0.9431731502669718
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2447.0,0.933257055682685
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2446.0,0.9328756674294432
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2423.0,0.9241037376048817
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2418.0,0.9221967963386728
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2440.0,0.9305873379099924
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2420.0,0.9229595728451564
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2459.0,0.9378337147215866
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2434.0,0.9282990083905416
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2428.0,0.9260106788710908
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2454.0,0.9359267734553776
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2432.0,0.927536231884058
1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 3_349_AUTOMÓVEL_MÉDIO_41-60,2521.0,0.9531190926275992
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 3_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2441.0,0.9228733459357278
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2493.0,0.9425330812854442
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2421.0,0.91531190926276
3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2520.0,0.9498680738786279
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_328_AUTOMÓVEL_MÉDIO_41-60",2419.0,0.9117979645684131
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2438.0,0.9189596683000377
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2493.0,0.9396909159442141
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60",2497.0,0.9411986430456087
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2417.0,0.9110441010177158
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2473.0,0.9321522804372409
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2485.0,0.9366754617414248
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2464.0,0.9287598944591029
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2460.0,0.9272521673577082
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2441.0,0.9200904636260837
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2469.0,0.9306445533358462
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2449.0,0.923105917828873
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2432.0,0.9166980776479458
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2505.0,0.944214097248398
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2426.0,0.9144364869958538
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2482.0,0.9355446664153788
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2422.0,0.9129287598944591
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2479.0,0.9344138710893328
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2459.0,0.9268752355823596
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2490.0,0.9385601206181681
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2416.0,0.9106671692423671
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2468.0,0.9302676215604976
"3_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2417.0,0.9110441010177158
1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 4_349_AUTOMÓVEL_MÉDIO_41-60,2530.0,0.9565217391304348
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 4_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2448.0,0.9255198487712666
4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2525.0,0.9478228228228228
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_328_AUTOMÓVEL_MÉDIO_41-60",2423.0,0.9095345345345346
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2441.0,0.9162912912912913
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60",2499.0,0.9380630630630631
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2418.0,0.9076576576576577
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2484.0,0.9324324324324325
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2458.0,0.9226726726726727
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2437.0,0.9147897897897898
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2459.0,0.9230480480480481
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2469.0,0.9268018018018018
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2446.0,0.9181681681681682
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2471.0,0.9275525525525525
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2433.0,0.9132882882882883
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2507.0,0.941066066066066
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2428.0,0.9114114114114115
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2421.0,0.9087837837837838
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2479.0,0.9305555555555556
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2456.0,0.9219219219219219
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2479.0,0.9305555555555556
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2492.0,0.9354354354354354
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2419.0,0.9080330330330331
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2416.0,0.9069069069069069
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2467.0,0.926051051051051
"4_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2494.0,0.9361861861861862
2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_PEQUENO_41-60,2425.0,0.9305448963929394
2_328_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2427.0,0.9421583850931677
2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,2490.0,0.955487336914812
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2446.0,0.9386032233307752
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2468.0,0.9470452801227935
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2431.0,0.9328472755180353
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2426.0,0.930928626247122
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2426.0,0.930928626247122
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2444.0,0.9378357636224098
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2442.0,0.9370683039140445
2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2502.0,0.9391891891891891
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2462.0,0.9241741741741741
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2476.0,0.9294294294294294
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2443.0,0.9170420420420421
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2437.0,0.9147897897897898
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2439.0,0.9155405405405406
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2460.0,0.9234234234234234
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2426.0,0.9106606606606606
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2421.0,0.9087837837837838
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2456.0,0.9219219219219219
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2427.0,0.911036036036036
2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2502.0,0.9600920951650038
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2457.0,0.9428242517267843
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2454.0,0.9416730621642364
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2416.0,0.9270913277052955
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2452.0,0.9409056024558711
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2418.0,0.9278587874136608
2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2498.0,0.9369842460615154
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2458.0,0.921980495123781
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60",2463.0,0.9238559639909978
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2432.0,0.9122280570142536
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2433.0,0.9126031507876969
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2428.0,0.9107276819204801
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2462.0,0.9234808702175544
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2427.0,0.9103525881470368
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2421.0,0.9081020255063766
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2451.0,0.9193548387096774
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2422.0,0.90847711927982
2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,2488.0,0.9547198772064467
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2440.0,0.9363008442056792
"2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2431.0,0.9328472755180353
2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2509.0,0.9400524541026601
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2464.0,0.9231922068190334
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60",2464.0,0.9231922068190334
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2433.0,0.9115773698014238
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2444.0,0.9156987635818659
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2417.0,0.9055826152116898
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2417.0,0.9055826152116898
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2433.0,0.9115773698014238
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2471.0,0.9258149119520419
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2437.0,0.9130760584488572
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2437.0,0.9130760584488572
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2458.0,0.9209441738478831
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 2_328_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2428.0,0.9097040089921319
2_328_AUTOMÓVEL_MÉDIO_41-60 ==> 2_366_AUTOMÓVEL_MÉDIO_41-60,2438.0,0.9355333844973139
